#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 10 12 50 333  9.9 12.1  3.53 12.12  7.69 309 1019.2   8.6  11.7 999.0 99.0 99.00
2013 01 10 13 50 322 11.6 14.2  3.73 10.81  7.75 297 1019.6   8.4  11.7 999.0 99.0 99.00
2013 01 10 14 50 308  9.1 11.2  3.76 12.90  7.71 304 1019.7   8.3  11.8 999.0 99.0 99.00
2013 01 10 15 50 313  9.9 12.0  3.71 12.12  7.82 291 1020.1   8.7  11.7 999.0 99.0 99.00
2013 01 10 16 50 320 10.6 12.9  3.90 10.81  8.02 296 1020.6   8.9  11.7 999.0 99.0 99.00
2013 01 10 17 50 315 11.0 13.1  3.40 11.43  7.56 300 1020.9   9.2  11.7 999.0 99.0 99.00
2013 01 10 18 50 312 11.9 14.0  3.50 10.81  7.49 303 1020.6   9.2  11.8 999.0 99.0 99.00
2013 01 10 19 50 314 12.4 15.6  3.69 12.90  7.56 312 1020.2   9.2  11.8 999.0 99.0 99.00
2013 01 10 20 50 309 11.9 14.8  3.81 11.43  7.56 302 1019.8   9.2  11.8 999.0 99.0 99.00
2013 01 10 21 50 314 12.6 15.4  3.92 12.90  7.45 303 1019.8   9.3  11.8 999.0 99.0 99.00
2013 01 10 22 50 312 12.4 14.7  4.15 10.00  7.70 305 1020.0   9.5  11.8 999.0 99.0 99.00
2013 01 10 23 50 312 13.6 16.0  3.91 12.12  7.29 306 1020.2   9.4  11.8 999.0 99.0 99.00
2013 01 11 00 50 309 13.0 15.8  4.17 12.90  7.62 307 1020.8   9.4  11.8 999.0 99.0 99.00
2013 01 11 01 50 310 15.3 19.0  4.22 10.00  7.44 295 1020.8   9.6  11.8 999.0 99.0 99.00
2013 01 11 02 50 313 14.8 18.2  4.51 11.43  7.74 303 1021.2   9.7  11.8 999.0 99.0 99.00
2013 01 11 03 50 315 14.8 18.3  4.81 12.90  7.79 315 1021.5   9.7  11.8 999.0 99.0 99.00
2013 01 11 04 50 316 13.8 17.2  5.12 12.12  8.25 304 1022.3   9.7  11.9 999.0 99.0 99.00
2013 01 11 05 50 318 13.0 15.9  4.93 13.79  8.26 306 1022.7   9.9  11.9 999.0 99.0 99.00
2013 01 11 06 50 316 13.9 16.7  4.78 11.43  8.18 302 1022.8   9.7  11.9 999.0 99.0 99.00
2013 01 11 07 50 315 14.4 17.0  4.76 12.12  8.14 305 1023.0   9.6  11.8 999.0 99.0 99.00
2013 01 11 08 50 318 13.5 16.2  5.41 12.90  8.62 313 1022.9   9.5  11.8 999.0 99.0 99.00
2013 01 11 09 50 317 15.0 18.4  4.94 12.90  8.41 314 1022.8   9.6  11.8 999.0 99.0 99.00
2013 01 11 10 50 310 12.4 15.5  4.93 10.81  8.33 305 1023.3   9.3  11.8 999.0 99.0 99.00
2013 01 11 11 50 324 12.4 15.3  4.85 12.90  8.30 309 1023.4   9.6  11.8 999.0 99.0 99.00
2013 01 11 12 50 324 12.4 14.6  5.01 12.90  8.56 313 1023.2   9.5  11.8 999.0 99.0 99.00
2013 01 11 13 50 322 12.1 14.7  4.57 10.81  8.26 305 1023.6   9.5  11.7 999.0 99.0 99.00
2013 01 11 14 50 322 10.4 13.4  5.26 12.90  8.76 315 1024.0   9.6  11.7 999.0 99.0 99.00
2013 01 11 15 50 317 10.6 13.1  4.98 12.90  8.64 312 1024.4   9.7  11.7 999.0 99.0 99.00
2013 01 11 16 50 315 10.1 12.9  4.85 11.43  8.65 305 1024.7   9.7  11.7 999.0 99.0 99.00
2013 01 11 17 50 315  9.5 12.0  4.44 13.79  8.35 304 1024.9   9.5  11.7 999.0 99.0 99.00
2013 01 11 18 50 308  9.1 11.5  4.39 13.79  8.56 301 1024.5   9.6  11.7 999.0 99.0 99.00
2013 01 11 19 50 301  8.0 10.5  4.01 13.79  8.57 305 1023.6   9.7  11.7 999.0 99.0 99.00
2013 01 11 20 50 312  8.0 10.8  4.19 12.12  8.68 310 1022.9   9.7  11.7 999.0 99.0 99.00
2013 01 11 21 50 312  8.3 10.2  4.09 12.90  8.80 305 1022.4   9.9  11.7 999.0 99.0 99.00
2013 01 11 22 50 300  8.0 10.1  4.32 12.90  9.22 308 1022.3  10.0  11.7 999.0 99.0 99.00
2013 01 11 23 50 299  8.1  9.9  4.40 12.90  9.25 306 1021.9  10.0  11.6 999.0 99.0 99.00
2013 01 12 00 50 300  7.7  9.5  3.68 12.90  8.42 310 1021.5   9.9  11.6 999.0 99.0 99.00
2013 01 12 01 50 305  8.9 11.4  3.65 12.12  8.61 317 1021.3  10.0  11.6 999.0 99.0 99.00
2013 01 12 02 50 313 10.6 12.4  3.34 12.12  7.70 312 1020.9  10.1  11.6 999.0 99.0 99.00
2013 01 12 03 50 314 11.5 13.8  3.72 12.12  7.93 311 1020.7  10.0  11.6 999.0 99.0 99.00
2013 01 12 04 50 322 12.2 14.7  3.20 12.12  7.13 305 1021.0   9.9  11.6 999.0 99.0 99.00
2013 01 12 05 50 327 12.2 15.0  3.37 12.12  7.21 310 1021.1   9.8  11.6 999.0 99.0 99.00
2013 01 12 06 50 333 11.5 14.0  3.22 12.12  7.11 317 1021.2   9.8  11.6 999.0 99.0 99.00
2013 01 12 07 50 341  9.5 12.0  3.47 12.12  7.29 307 1021.7   9.7  11.6 999.0 99.0 99.00
2013 01 12 08 50 350  7.9  9.8  3.24 11.43  7.55 317 1021.9   9.3  11.6 999.0 99.0 99.00
2013 01 12 09 50 360  5.9  7.1  3.17 12.90  7.52 315 1022.2   9.2  11.6 999.0 99.0 99.00
2013 01 12 10 50 351  4.6  6.0  3.24 11.43  7.87 318 1022.6   8.9  11.6 999.0 99.0 99.00
2013 01 12 11 50 354  4.5  5.8  2.96 10.00  7.71 313 1022.9   8.9  11.7 999.0 99.0 99.00
2013 01 12 12 50 347  4.5  6.2  2.88 11.43  7.88 310 1022.6   8.9  11.7 999.0 99.0 99.00
2013 01 12 13 50 354  5.3  7.3  3.01  9.09  7.87 307 1023.0   9.1  11.7 999.0 99.0 99.00
2013 01 12 14 50 320  7.8  9.6  3.08 12.12  8.07 306 1023.5   9.2  11.7 999.0 99.0 99.00
2013 01 12 15 50 333  7.9  9.8  2.94 12.12  7.32 316 1023.8   9.1  11.6 999.0 99.0 99.00
2013 01 12 16 50 330  7.5  9.3  3.04 11.43  7.74 299 1024.0   9.1  11.6 999.0 99.0 99.00
2013 01 12 17 50 337  6.3  8.4  2.63 11.43  7.04 304 1024.2   9.0  11.6 999.0 99.0 99.00
2013 01 12 18 50 330  7.4  9.1  2.60 10.81  7.21 311 1023.9   8.8  11.6 999.0 99.0 99.00
2013 01 12 19 50 329  6.6  7.9  2.87 10.81  7.64 304 1023.0   8.5  11.6 999.0 99.0 99.00
2013 01 12 20 50 335  4.7  6.2  2.73 11.43  7.37 307 1022.3   8.5  11.6 999.0 99.0 99.00
2013 01 12 21 50 340  4.5  7.8  2.63 10.81  7.72 313 1022.2   8.7  11.7 999.0 99.0 99.00
2013 01 12 22 50 328  5.1  7.5  2.54 10.81  7.66 309 1021.9   8.7  11.7 999.0 99.0 99.00
2013 01 12 23 50 327  7.1  9.0  2.58 10.00  7.76 317 1021.5   9.3  11.7 999.0 99.0 99.00
2013 01 13 00 50 328  7.5  8.8  2.39 10.00  7.19 314 1021.3   9.3  11.7 999.0 99.0 99.00
2013 01 13 01 50 333  8.1  9.9  2.59 10.81  7.11 317 1021.3   9.4  11.7 999.0 99.0 99.00
2013 01 13 02 50 345  7.5  9.1  2.32 10.81  6.93 324 1021.3   9.4  11.7 999.0 99.0 99.00
2013 01 13 03 50  11  5.4  7.1  2.30 10.00  6.95 323 1021.4   9.3  11.7 999.0 99.0 99.00
2013 01 13 04 50   6  4.7  5.8  2.04 10.00  6.81 318 1021.4   9.3  11.7 999.0 99.0 99.00
2013 01 13 05 50  13  3.4  4.5  2.10 10.00  7.12 307 1021.1   9.3  11.7 999.0 99.0 99.00
2013 01 13 06 50  30  3.5  4.7  2.22 10.00  7.36 315 1021.4   9.3  11.7 999.0 99.0 99.00
2013 01 13 07 50  55  3.7  5.1  2.06 10.81  7.41 312 1022.2   9.5  11.7 999.0 99.0 99.00
2013 01 13 08 50  51  5.3  6.3  1.96 10.81  7.32 311 1022.2   9.1  11.6 999.0 99.0 99.00
2013 01 13 09 50  37  5.1  6.1  1.91 10.00  7.15 312 1022.6   8.8  11.6 999.0 99.0 99.00
2013 01 13 10 50  24  5.3  6.3  2.07 10.00  7.26 307 1023.2   8.5  11.6 999.0 99.0 99.00
2013 01 13 11 50  37  5.8  7.1  1.94 10.00  7.02 306 1023.1   8.2  11.7 999.0 99.0 99.00
2013 01 13 12 50  45  5.6  6.6  1.81 10.00  6.83 309 1022.8   8.1  11.6 999.0 99.0 99.00
2013 01 13 13 50  48  5.7  7.0  1.98 10.00  6.91 302 1023.1   8.1  11.6 999.0 99.0 99.00
2013 01 13 14 50  58  6.8  8.2  1.73 10.00  6.59 323 1023.5   8.1  11.6 999.0 99.0 99.00
2013 01 13 15 50  50  6.4  8.0  1.68 10.00  6.56 313 1024.2   8.0  11.5 999.0 99.0 99.00
2013 01 13 16 50  56  7.0  8.4  1.82  9.09  6.86 297 1024.4   7.9  11.5 999.0 99.0 99.00
2013 01 13 17 50  31  5.5  6.4  1.89 10.81  7.16 309 1025.0   8.1  11.5 999.0 99.0 99.00
2013 01 13 18 50  67  2.6  3.8  2.19 10.00  7.67 316 1024.4   8.0  11.5 999.0 99.0 99.00
2013 01 13 19 50  67  2.2  3.0  2.08 10.00  7.81 313 1023.8   8.2  11.6 999.0 99.0 99.00
2013 01 13 20 50  69  2.6  3.7  2.11 10.00  8.03 316 1023.0   8.4  11.6 999.0 99.0 99.00
2013 01 13 21 50  28  1.8  3.2  2.54 10.00  8.45 308 1022.8   8.7  11.7 999.0 99.0 99.00
2013 01 13 22 50 356  2.1  3.2  2.49  9.09  8.17 312 1022.7   8.7  11.8 999.0 99.0 99.00
2013 01 13 23 50 341  2.0  3.8  2.25 10.00  7.96 312 1022.8   8.7  11.8 999.0 99.0 99.00
2013 01 14 00 50 327  3.1  4.1  2.78 10.00  8.07 308 1022.5   8.8  11.6 999.0 99.0 99.00
2013 01 14 01 50 321  4.8  6.1  2.79 10.00  8.17 309 1022.8   8.8  11.6 999.0 99.0 99.00
2013 01 14 02 50 322  6.1  7.5  2.98 10.81  8.16 310 1022.7   9.1  11.6 999.0 99.0 99.00
2013 01 14 03 50 338  7.0  9.0  2.97 10.81  8.02 316 1022.7   9.3  11.6 999.0 99.0 99.00
2013 01 14 04 50 344  7.8  9.3  3.08 10.00  7.93 311 1022.8   9.4  11.6 999.0 99.0 99.00
2013 01 14 05 50 339  8.4 10.3  2.88 10.00  7.33 308 1022.6   9.4  11.6 999.0 99.0 99.00
2013 01 14 06 50   2  7.2  9.2  2.85 10.00  7.56 308 1023.0   9.6  11.6 999.0 99.0 99.00
2013 01 14 07 50  13  5.7  7.2  2.52 10.00  7.43 309 1023.5   9.6  11.5 999.0 99.0 99.00
2013 01 14 08 50  20  5.7  7.0  2.62  9.09  7.48 312 1024.0   9.5  11.5 999.0 99.0 99.00
2013 01 14 09 50  28  7.4  8.8  2.24 10.00  6.84 315 1024.7   9.4  11.5 999.0 99.0 99.00
2013 01 14 10 50  46  7.8  9.5  2.54 10.00  7.27 318 1025.0   9.0  11.5 999.0 99.0 99.00
2013 01 14 11 50  52  8.9 10.5  2.43 10.00  7.22 321 1025.2   8.6  11.5 999.0 99.0 99.00
2013 01 14 12 50  64  8.1 10.0  2.80 10.00  7.24 325 1025.2   8.3  11.5 999.0 99.0 99.00
2013 01 14 13 50  51  8.0  9.3  2.41 10.00  7.02 317 1025.8   8.1  11.5 999.0 99.0 99.00
2013 01 14 14 50  54  7.5  8.9  2.36 10.00  7.04 317 1026.8   8.0  11.5 999.0 99.0 99.00
2013 01 14 15 50  54  7.7  9.4  2.17  9.09  6.98 313 1027.9   7.9  11.5 999.0 99.0 99.00
2013 01 14 16 50  52  5.3  6.6  2.35 10.00  7.48 325 1028.7   7.8  11.5 999.0 99.0 99.00
2013 01 14 17 50  64  8.6 10.4  2.21 10.00  7.11 323 1028.8   8.1  11.5 999.0 99.0 99.00
2013 01 14 18 50  33  7.1  8.7  2.24  9.09  7.14 322 1029.1   7.9  11.5 999.0 99.0 99.00
2013 01 14 19 50  30  8.4 10.2  2.19  9.09  7.03 321 1028.6   8.1  11.5 999.0 99.0 99.00
2013 01 14 20 50  37  7.0  8.7  2.14 10.00  7.12 320 1027.8   8.2  11.5 999.0 99.0 99.00
2013 01 14 21 50  35  7.3  8.5  1.95  9.09  6.93 323 1027.9   9.0  11.5 999.0 99.0 99.00
2013 01 14 22 50  29  5.9  7.2  1.83  9.09  6.98 324 1028.5   9.6  11.5 999.0 99.0 99.00
2013 01 14 23 50  40  5.3  6.3  1.91  9.09  7.32 316 1028.8  10.0  11.5 999.0 99.0 99.00
2013 01 15 00 50  19  4.4  5.6  1.79 12.90  7.58 305 1028.8  10.0  11.6 999.0 99.0 99.00
2013 01 15 01 50 356  4.0  5.6  1.78  8.33  7.55 308 1029.0   9.8  11.5 999.0 99.0 99.00
2013 01 15 02 50 338  3.9  5.4  1.71 12.90  7.62 310 1029.0   9.8  11.5 999.0 99.0 99.00
2013 01 15 03 50 317  3.3  4.3  1.67  9.09  7.42 304 1028.9   9.7  11.5 999.0 99.0 99.00
2013 01 15 04 50 333  4.1  5.0  1.68  8.33  7.42 308 1029.2   9.8  11.5 999.0 99.0 99.00
2013 01 15 05 50 318  4.4  5.6  1.57  9.09  7.52 311 1029.0   9.8  11.5 999.0 99.0 99.00
2013 01 15 06 50 312  3.6  4.6  1.48 12.90  7.49 299 1029.1  10.0  11.5 999.0 99.0 99.00
2013 01 15 07 50 324  3.7  4.6  1.63  8.33  7.69 306 1029.6  10.2  11.5 999.0 99.0 99.00
2013 01 15 08 50 308  2.5  3.4  1.38  9.09  7.35 318 1029.6  10.3  11.5 999.0 99.0 99.00
2013 01 15 09 50 300  2.1  3.1  1.33  8.33  7.35 316 1029.8  10.3  11.4 999.0 99.0 99.00
2013 01 15 10 50 323  0.9  1.5  1.31 12.12  7.50 295 1030.2  10.3  11.4 999.0 99.0 99.00
2013 01 15 11 50  52  0.3  0.8  1.54  8.33  7.64 314 1030.4  10.2  11.5 999.0 99.0 99.00
2013 01 15 12 50 125  0.8  1.5  1.32  8.33  7.06 322 1030.1  10.2  11.4 999.0 99.0 99.00
2013 01 15 13 50 144  2.7  3.7  1.38  8.33  6.94 325 1030.1   9.8  11.4 999.0 99.0 99.00
2013 01 15 14 50 155  3.1  4.1  1.42  9.09  6.83 307 1030.3   9.7  11.4 999.0 99.0 99.00
2013 01 15 15 50 158  2.4  3.4  1.46  7.69  6.73 316 1030.9   9.8  11.4 999.0 99.0 99.00
2013 01 15 16 50 142  2.8  3.8  1.38  7.69  6.71 321 1031.6   9.7  11.4 999.0 99.0 99.00
2013 01 15 17 50 116  2.0  2.7  1.42  8.33  6.98 314 1032.0  10.1  11.5 999.0 99.0 99.00
2013 01 15 18 50 130  1.1  1.9  1.37  8.33  6.86 311 1032.1  10.4  11.6 999.0 99.0 99.00
2013 01 15 19 50  89  1.1  1.8  1.28  7.69  6.94 321 1031.5  10.3  11.7 999.0 99.0 99.00
2013 01 15 20 50 337  0.8  1.4  1.17  7.69  6.87 314 1030.5  10.3  12.0 999.0 99.0 99.00
2013 01 15 21 50 306  2.7  3.5  1.16 12.12  7.00 302 1030.1   9.9  12.2 999.0 99.0 99.00
2013 01 15 22 50 335  3.9  4.8  1.09 14.81  6.85 304 1030.2  10.3  11.9 999.0 99.0 99.00
2013 01 15 23 50 344  3.4  4.1  1.13 12.12  6.99 314 1030.2  10.5  11.8 999.0 99.0 99.00
2013 01 16 00 50   8  5.1  5.9  1.20  7.69  6.59 318 1030.2  10.9  11.9 999.0 99.0 99.00
2013 01 16 01 50  11  5.9  6.9  1.18 14.81  6.74 303 1030.3  10.8  11.6 999.0 99.0 99.00
2013 01 16 02 50  18  6.8  7.6  1.18 13.79  6.12 336 1030.4  10.8  11.5 999.0 99.0 99.00
2013 01 16 03 50  25  6.2  7.1  1.22 13.79  5.95 330 1030.3  10.7  11.5 999.0 99.0 99.00
2013 01 16 04 50  24  6.0  7.1  1.22 13.79  5.97 303 1030.0  10.7  11.5 999.0 99.0 99.00
2013 01 16 05 50 359  5.2  6.0  1.20 13.79  6.22 316 1029.9  10.5  11.5 999.0 99.0 99.00
2013 01 16 06 50   5  6.3  7.6  1.14 13.79  6.23 300 1029.7  10.3  11.4 999.0 99.0 99.00
2013 01 16 07 50  10  6.5  7.6  1.11 13.79  5.84 284 1030.0  10.5  11.4 999.0 99.0 99.00
2013 01 16 08 50   8  6.9  8.0  1.08 13.79  5.87 298 1030.2  10.4  11.4 999.0 99.0 99.00
2013 01 16 09 50  14  6.8  7.8  1.16 13.79  5.51 279 1030.0   9.7  11.4 999.0 99.0 99.00
2013 01 16 10 50  21  7.7  9.0  1.17 13.79  5.54 289 1029.8   9.3  11.4 999.0 99.0 99.00
2013 01 16 11 50  28  7.5  8.5  1.16 13.79  5.13 291 1029.6   9.1  11.4 999.0 99.0 99.00
2013 01 16 12 50  23  6.6  7.7  1.07 12.90  5.03 273 1029.3   8.9  11.4 999.0 99.0 99.00
2013 01 16 13 50  28  6.8  8.0  1.04 13.79  5.22 282 1028.9   8.5  11.4 999.0 99.0 99.00
2013 01 16 14 50  30  5.8  6.7  1.07 14.81  5.25 319 1029.0   8.7  11.4 999.0 99.0 99.00
2013 01 16 15 50  46  4.7  5.9  1.06  7.69  5.24 314 1029.2   9.0  11.3 999.0 99.0 99.00
2013 01 16 16 50  36  4.6  5.4  1.11 14.81  5.62 343 1029.4   9.4  11.3 999.0 99.0 99.00
2013 01 16 17 50  29  4.6  5.2  1.12 12.90  5.84 289 1029.6   9.5  11.3 999.0 99.0 99.00
2013 01 16 18 50  11  6.1  7.1  1.01 13.79  5.61 290 1028.9   9.4  11.4 999.0 99.0 99.00
2013 01 16 19 50  18  5.4  6.3  1.07 14.81  5.84 307 1028.0   9.6  11.4 999.0 99.0 99.00
2013 01 16 20 50  23  6.6  7.7  0.98 13.79  5.30 317 1026.6  10.3  11.5 999.0 99.0 99.00
2013 01 16 21 50  25  6.2  7.4  1.07 14.81  5.61 319 1026.1  10.8  11.5 999.0 99.0 99.00
2013 01 16 22 50  12  6.5  7.5  1.01 14.81  5.45 294 1025.7  11.4  11.5 999.0 99.0 99.00
2013 01 16 23 50   9  6.6  7.8  1.07 12.12  5.51 254 1025.7  11.6  11.5 999.0 99.0 99.00
2013 01 17 00 50 358  4.7  6.0  1.08 12.90  5.56 293 1025.7  11.8  11.5 999.0 99.0 99.00
2013 01 17 01 50 341  5.9  6.9  1.06 13.79  5.73 308 1025.4  11.4  11.5 999.0 99.0 99.00
2013 01 17 02 50 346  6.3  7.3  1.01 13.79  5.70 305 1025.3  10.9  11.4 999.0 99.0 99.00
2013 01 17 03 50 346  6.7  7.9  1.10 12.90  6.12 307 1025.0  11.2  11.4 999.0 99.0 99.00
2013 01 17 04 50 349  6.2  7.5  0.99 13.79  5.90 321 1024.7  11.2  11.4 999.0 99.0 99.00
2013 01 17 05 50 360  6.0  7.0  1.00 12.90  5.46 296 1024.3  11.3  11.4 999.0 99.0 99.00
2013 01 17 06 50   3  5.5  6.5  1.04 12.12  5.38 282 1024.2  11.2  11.4 999.0 99.0 99.00
2013 01 17 07 50   1  6.8  8.0  1.00 13.79  5.06 309 1024.0  11.2  11.3 999.0 99.0 99.00
2013 01 17 08 50 351  6.6  7.7  0.98 12.90  5.06 311 1023.9  11.0  11.4 999.0 99.0 99.00
2013 01 17 09 50 359  7.6  8.6  1.01 12.90  5.18 314 1023.4  11.0  11.4 999.0 99.0 99.00
2013 01 17 10 50  20  7.8  9.4  1.03 12.90  5.07 300 1023.0  11.4  11.3 999.0 99.0 99.00
2013 01 17 11 50  23  7.6  9.0  1.00 12.90  4.56 286 1022.6  11.0  11.3 999.0 99.0 99.00
2013 01 17 12 50  17  8.2  9.8  1.02 12.90  4.73 290 1022.2  11.1  11.3 999.0 99.0 99.00
2013 01 17 13 50  30  6.9  8.2  1.03 12.90  4.74 260 1022.0  11.2  11.3 999.0 99.0 99.00
2013 01 17 14 50  25  5.5  6.9  1.05 12.12  4.76 282 1022.1  11.0  11.3 999.0 99.0 99.00
2013 01 17 15 50  27  6.1  7.3  1.09 12.90  4.97 289 1022.5  11.6  11.3 999.0 99.0 99.00
2013 01 17 16 50  38  8.0  9.0  1.11 14.81  5.03 293 1022.8  11.9  11.3 999.0 99.0 99.00
2013 01 17 17 50  38  5.7  6.7  1.13 16.00  5.07 302 1023.2  12.1  11.4 999.0 99.0 99.00
2013 01 17 18 50  59  4.1  4.9  1.01 13.79  4.92 289 1022.9  12.3  11.4 999.0 99.0 99.00
2013 01 17 19 50 130  1.1  1.6  1.08 12.90  5.28 287 1022.0  12.3  11.5 999.0 99.0 99.00
2013 01 17 20 50  40  2.5  3.0  1.08 12.90  5.80 284 1021.4  12.4  11.7 999.0 99.0 99.00
2013 01 17 21 50  25  2.3  2.8  1.08 12.90  6.88 293 1020.8  12.6  11.8 999.0 99.0 99.00
2013 01 17 22 50  58  2.0  3.3  0.96 12.90  6.23 288 1020.6  13.5  11.8 999.0 99.0 99.00
2013 01 17 23 50  23  3.8  4.4  0.98 12.90  6.20 290 1020.3  13.4  11.8 999.0 99.0 99.00
2013 01 18 00 50  18  3.8  4.4  0.98 14.81  6.52 289 1020.3  13.2  11.7 999.0 99.0 99.00
2013 01 18 01 50 340  4.4  5.3  0.99 12.90  6.34 270 1020.6  13.0  11.6 999.0 99.0 99.00
2013 01 18 02 50 340  5.5  6.6  0.95 14.81  5.79 300 1020.6  11.8  11.5 999.0 99.0 99.00
2013 01 18 03 50 333  5.3  6.6  1.06 14.81  5.89 288 1020.6  12.2  11.5 999.0 99.0 99.00
2013 01 18 04 50 340  4.9  5.7  1.00 14.81  5.70 298 1020.6  12.3  11.5 999.0 99.0 99.00
2013 01 18 05 50   3  4.0  4.6  0.99 14.81  6.20 288 1020.7  12.3  11.5 999.0 99.0 99.00
2013 01 18 06 50  19  4.2  5.1  0.98 12.90  5.71 289 1020.7  12.1  11.4 999.0 99.0 99.00
2013 01 18 07 50  32  4.1  4.9  0.99 13.79  5.16 302 1020.9  12.0  11.4 999.0 99.0 99.00
2013 01 18 08 50  26  2.6  3.1  1.11 13.79  5.70 285 1020.9  11.7  11.4 999.0 99.0 99.00
2013 01 18 09 50  57  3.1  3.5  1.08 13.79  6.00 288 1021.0  11.7  11.3 999.0 99.0 99.00
2013 01 18 10 50  32  3.3  3.9  1.00 13.79  5.62 295 1020.7  11.7  11.4 999.0 99.0 99.00
2013 01 18 11 50  42  2.9  3.5  1.09 13.79  6.82 295 1020.5  11.7  11.4 999.0 99.0 99.00
2013 01 18 12 50  38  3.9  4.8  0.88 13.79  6.26 267 1020.4  11.6  11.4 999.0 99.0 99.00
2013 01 18 13 50  41  3.5  4.1  1.12 13.79  6.28 295 1020.3  11.4  11.4 999.0 99.0 99.00
2013 01 18 14 50  37  3.7  4.3  1.03 12.90  6.32 293 1020.6  11.6  11.4 999.0 99.0 99.00
2013 01 18 15 50  35  1.8  2.4  1.01 13.79  5.95 318 1021.0  12.2  11.3 999.0 99.0 99.00
2013 01 18 16 50  29  2.9  3.5  1.15 13.79  6.11 281 1021.8  12.3  11.3 999.0 99.0 99.00
2013 01 18 17 50  39  4.5  5.3  1.14 12.90  6.27 310 1022.3  12.2  11.4 999.0 99.0 99.00
2013 01 18 18 50  75  2.3  2.7  1.05 12.90  5.91 295 1022.2  12.2  11.4 999.0 99.0 99.00
2013 01 18 19 50  98  2.0  2.6  0.92 13.79  5.05 309 1021.7  12.0  11.6 999.0 99.0 99.00
2013 01 18 20 50  25  1.1  1.4  1.04 12.90  6.01 289 1020.9  11.9  11.8 999.0 99.0 99.00
2013 01 18 21 50  94  0.3  0.7  1.02 13.79  6.47 288 1020.5  13.0  12.1 999.0 99.0 99.00
2013 01 18 22 50 182  0.6  1.0  1.06 13.79  6.79 315 1020.4  13.1  12.3 999.0 99.0 99.00
2013 01 18 23 50 220  0.9  1.2  1.18 13.79  7.62 288 1020.2  13.4  12.3 999.0 99.0 99.00
2013 01 19 00 50 263  1.0  1.4  1.02 14.81  7.26 275 1020.2  12.8  12.1 999.0 99.0 99.00
2013 01 19 01 50 281  1.0  1.4  0.95 13.79  7.61 301 1020.2  11.8  11.8 999.0 99.0 99.00
2013 01 19 02 50 340  0.8  1.3  0.94 13.79  7.47 279 1020.4  11.8  11.9 999.0 99.0 99.00
2013 01 19 03 50 345  2.7  3.0  0.90 12.90  7.89 284 1020.4  12.0  11.9 999.0 99.0 99.00
2013 01 19 04 50 323  2.7  3.0  0.99 13.79  8.07 290 1020.6  12.1  11.8 999.0 99.0 99.00
2013 01 19 05 50 320  1.1  1.6  0.97 12.90  8.18 293 1020.7  11.8  11.6 999.0 99.0 99.00
2013 01 19 06 50  44  1.6  2.2  1.06 12.90  9.32 298 1020.8  11.9  11.5 999.0 99.0 99.00
2013 01 19 07 50  61  2.2  2.8  0.94 12.90  8.20 305 1020.7  12.2  11.5 999.0 99.0 99.00
2013 01 19 08 50  33  2.6  3.1  1.41 23.53 11.59 276 1020.6  11.5  11.6 999.0 99.0 99.00
2013 01 19 09 50  64  1.7  2.2  1.14 23.53 10.05 309 1020.9  11.8  11.5 999.0 99.0 99.00
2013 01 19 10 50  30  2.2  2.5  1.25 23.53 10.64 302 1021.0  11.7  11.5 999.0 99.0 99.00
2013 01 19 11 50  32  2.4  3.0  1.66 23.53 12.36 308 1020.9  12.1  11.5 999.0 99.0 99.00
2013 01 19 12 50  32  3.3  3.8  1.45 23.53 11.48 313 1020.8  12.1  11.4 999.0 99.0 99.00
2013 01 19 13 50  60  1.6  2.7  1.62 23.53 11.78 322 1021.0  12.2  11.4 999.0 99.0 99.00
2013 01 19 14 50  29  2.2  2.8  2.10 23.53 13.11 302 1021.3  12.5  11.3 999.0 99.0 99.00
2013 01 19 15 50  30  2.6  3.1  2.54 23.53 14.15 290 1021.6  12.0  11.3 999.0 99.0 99.00
2013 01 19 16 50  22  2.8  3.2  1.80 23.53 10.43 276 1022.0  12.5  11.4 999.0 99.0 99.00
2013 01 19 17 50  40  4.3  5.0  1.70 23.53 10.09 288 1022.7  12.8  11.4 999.0 99.0 99.00
2013 01 19 18 50  53  3.5  4.5  2.44 21.05 11.69 299 1022.7  12.6  11.4 999.0 99.0 99.00
2013 01 19 19 50  32  3.6  4.3  2.50 21.05 11.09 275 1021.9  12.6  11.5 999.0 99.0 99.00
2013 01 19 20 50  28  4.7  5.7  2.69 21.05 12.38 302 1021.2  12.6  11.6 999.0 99.0 99.00
2013 01 19 21 50  33  5.3  6.3  2.29 21.05 10.85 289 1020.8  13.0  11.6 999.0 99.0 99.00
2013 01 19 22 50  68  3.2  4.1  1.99 21.05 11.03 298 1020.8  13.2  11.7 999.0 99.0 99.00
2013 01 19 23 50  39  2.0  2.4  2.61 21.05 12.89 294 1020.7  13.1  11.7 999.0 99.0 99.00
2013 01 20 00 50  40  2.8  3.3  1.87 21.05 11.12 286 1020.6  12.7  11.6 999.0 99.0 99.00
2013 01 20 01 50  43  2.5  3.3  2.45 21.05 13.90 311 1020.6  12.3  11.6 999.0 99.0 99.00
2013 01 20 02 50  44  2.4  2.9  1.92 21.05 11.90 312 1020.8  12.4  11.6 999.0 99.0 99.00
